Source_Path,Destination_Path,Academic_Year,Term_or_Type,Doc_Nature,Subject,Level,Is_Scanned,OCR_Applied,Confidence_Score
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\amazigh\305.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\amazigh\Devoirs\Year_Unknown_Devoirs_Arabe_4AM_BEM_305.pdf,Year_Unknown,Devoirs,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\110.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2017-2018\BAC_Officiel\2017-2018_BAC_Officiel_Arabe_3AS_BAC_110.pdf,2017-2018,BAC_Officiel,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\12.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Examen\Year_Unknown_Examen_Philosophie_4AM_BEM_12.pdf,Year_Unknown,Examen,Sujet,Philosophie,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\122.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2023\Devoirs\2023_Devoirs_Arabe_4AM_BEM_122.pdf,2023,Devoirs,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\131.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2020-2021\Devoirs\2020-2021_Devoirs_Arabe_4AM_BEM_131.pdf,2020-2021,Devoirs,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\140.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Devoirs\Year_Unknown_Devoirs_Arabe_4AM_BEM_140.pdf,Year_Unknown,Devoirs,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Unclassified\Year_Unknown_Term_Unknown_Philosophie_4AM_BEM_2.pdf,Year_Unknown,Term_Unknown,Sujet,Philosophie,4AM_BEM,False,False,25
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\296.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Devoirs\Year_Unknown_Devoirs_Mathematiques_4AM_BEM_296.pdf,Year_Unknown,Devoirs,Sujet,Mathematiques,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\43.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2020\Examen\2020_Examen_Arabe_3AS_BAC_43.pdf,2020,Examen,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\32.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Examen\Year_Unknown_Examen_Arabe_4AM_BEM_32.pdf,Year_Unknown,Examen,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\54.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Unclassified\Year_Unknown_Term_Unknown_Arabe_4AM_BEM_54.pdf,Year_Unknown,Term_Unknown,Sujet,Arabe,4AM_BEM,False,False,25
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\65.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2020\BAC_Blanc\2020_BAC_Blanc_Arabe_3AS_BAC_65.pdf,2020,BAC_Blanc,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\76.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Trimestre_2\Year_Unknown_Trimestre_2_Arabe_4AM_BEM_76.pdf,Year_Unknown,Trimestre_2,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\301.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\2024\Devoir_T2\2024_Devoir_T2_Arabe_3AS_BAC_301.pdf,2024,Devoir_T2,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\5.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Examen\Year_Unknown_Examen_4AM_BEM_5.pdf,Year_Unknown,Examen,Sujet,Subject_Unknown,4AM_BEM,False,False,45
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\136.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Devoirs\Year_Unknown_Devoirs_Corrige_Arabe_4AM_BEM_136.pdf,Year_Unknown,Devoirs,Corrige,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\111.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Cours_Resumes\2016\Cours_Resumes_2016_Histoire_Geo_4AM_BEM_111.pdf,2016,Cours_Resumes,Sujet,Histoire_Geo,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\145.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Devoir_T2\Year_Unknown_Devoir_T2_Arabe_4AM_BEM_145.pdf,Year_Unknown,Devoir_T2,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\126.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\2018\Devoirs\2018_Devoirs_Histoire_Geo_3AS_BAC_126.pdf,2018,Devoirs,Sujet,Histoire_Geo,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\75.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Cours_Resumes\2024\Cours_Resumes_2024_Arabe_4AM_BEM_75.pdf,2024,Cours_Resumes,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\83.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\2019-2020\Examen\2019-2020_Examen_Arabe_3AS_BAC_83.pdf,2019-2020,Examen,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\74.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Trimestre_2\Year_Unknown_Trimestre_2_4AM_BEM_74.pdf,Year_Unknown,Trimestre_2,Sujet,Subject_Unknown,4AM_BEM,False,False,45
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\84.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\2015\Trimestre_3\2015_Trimestre_3_Arabe_3AS_BAC_84.pdf,2015,Trimestre_3,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\81.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\2020\BAC_Officiel\2020_BAC_Officiel_Arabe_3AS_BAC_81.pdf,2020,BAC_Officiel,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\79.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Trimestre_2\Year_Unknown_Trimestre_2_Arabe_4AM_BEM_79.pdf,Year_Unknown,Trimestre_2,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\82.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\2017-2018\Devoir__3\2017-2018_Devoir_3_Arabe_3AS_BAC_82.pdf,2017-2018,Devoir__3,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\129.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\Devoirs\Year_Unknown_Devoirs_Arabe_4AM_BEM_129.pdf,Year_Unknown,Devoirs,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\11.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\Examen\Year_Unknown_Examen_4AM_BEM_11.pdf,Year_Unknown,Examen,Sujet,Subject_Unknown,4AM_BEM,False,False,45
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\77.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Trimestre_2\Year_Unknown_Trimestre_2_Philosophie_4AM_BEM_77.pdf,Year_Unknown,Trimestre_2,Sujet,Philosophie,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\80.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Unclassified\Year_Unknown_Term_Unknown_Philosophie_4AM_BEM_80.pdf,Year_Unknown,Term_Unknown,Sujet,Philosophie,4AM_BEM,False,False,25
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\52.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\Devoirs\Year_Unknown_Devoirs_Arabe_4AM_BEM_52.pdf,Year_Unknown,Devoirs,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\51.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2020\Examen\2020_Examen_Arabe_3AS_BAC_51.pdf,2020,Examen,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\112.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2017-2018\Devoir__3\2017-2018_Devoir_3_Arabe_3AS_BAC_112.pdf,2017-2018,Devoir__3,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\57.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2020\Trimestre_2\2020_Trimestre_2_Histoire_Geo_4AM_BEM_57.pdf,2020,Trimestre_2,Sujet,Histoire_Geo,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\304.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\Trimestre_2\Year_Unknown_Trimestre_2_Mathematiques_4AM_BEM_304.pdf,Year_Unknown,Trimestre_2,Sujet,Mathematiques,4AM_BEM,False,True,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\59.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\Examen\Year_Unknown_Examen_Philosophie_4AM_BEM_59.pdf,Year_Unknown,Examen,Sujet,Philosophie,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\60.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2023\Examen\2023_Examen_Arabe_4AM_BEM_60.pdf,2023,Examen,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\21.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2024\BAC_Officiel\2024_BAC_Officiel_Arabe_4AM_BEM_21.pdf,2024,BAC_Officiel,Sujet,Arabe,4AM_BEM,False,True,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\10.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\Examen\Year_Unknown_Examen_Arabe_4AM_BEM_10.pdf,Year_Unknown,Examen,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\114.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\2016\Trimestre_3\2016_Trimestre_3_Philosophie_4AM_BEM_114.pdf,2016,Trimestre_3,Sujet,Philosophie,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\138.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\2021\Devoirs\2021_Devoirs_Arabe_4AM_BEM_138.pdf,2021,Devoirs,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\128.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\Devoirs\Year_Unknown_Devoirs_Arabe_4AM_BEM_128.pdf,Year_Unknown,Devoirs,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\147.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\Devoirs\Year_Unknown_Devoirs_Arabe_4AM_BEM_147.pdf,Year_Unknown,Devoirs,Sujet,Arabe,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\87.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Unclassified\Year_Unknown_Term_Unknown_Arabe_3AS_BAC_87.pdf,Year_Unknown,Term_Unknown,Sujet,Arabe,3AS_BAC,False,True,25
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\78.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Unclassified\Year_Unknown_Term_Unknown_Arabe_4AM_BEM_78.pdf,Year_Unknown,Term_Unknown,Sujet,Arabe,4AM_BEM,False,True,25
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\303.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\Devoirs\Year_Unknown_Devoirs_4AM_BEM_303.pdf,Year_Unknown,Devoirs,Sujet,Subject_Unknown,4AM_BEM,False,False,45
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\98.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\Unclassified\Year_Unknown_Term_Unknown_Arabe_4AM_BEM_98.pdf,Year_Unknown,Term_Unknown,Sujet,Arabe,4AM_BEM,False,True,25
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\88.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\Examen\Year_Unknown_Examen_3AS_BAC_88.pdf,Year_Unknown,Examen,Sujet,Subject_Unknown,3AS_BAC,False,False,45
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\90.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\2020-2021\Trimestre_3\2020-2021_Trimestre_3_Arabe_2AS_90.pdf,2020-2021,Trimestre_3,Sujet,Arabe,2AS,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\91.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\2020\Examen\2020_Examen_Arabe_3AS_BAC_91.pdf,2020,Examen,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\92.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\2019\BAC_Officiel\2019_BAC_Officiel_Arabe_3AS_BAC_92.pdf,2019,BAC_Officiel,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\94.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\2015\Trimestre_3\2015_Trimestre_3_Arabe_4AM_BEM_94.pdf,2015,Trimestre_3,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\95.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\BAC_Officiel\Year_Unknown_BAC_Officiel_4AM_BEM_95.pdf,Year_Unknown,BAC_Officiel,Sujet,Subject_Unknown,4AM_BEM,False,False,45
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\96.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\2017-2018\Devoir__3\2017-2018_Devoir_3_Arabe_3AS_BAC_96.pdf,2017-2018,Devoir__3,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\100.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\Unclassified\Year_Unknown_Term_Unknown_Philosophie_4AM_BEM_100.pdf,Year_Unknown,Term_Unknown,Sujet,Philosophie,4AM_BEM,False,False,25
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\102.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\Examen\Year_Unknown_Examen_Arabe_3AS_BAC_102.pdf,Year_Unknown,Examen,Sujet,Arabe,3AS_BAC,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\53.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2021-2022\Examen\2021-2022_Term_Unknown_4AM_BEM_53.pdf,2021-2022,Term_Unknown,Sujet,Subject_Unknown,4AM_BEM,False,True,50
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\104.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\Examen\Year_Unknown_Examen_3AS_BAC_104.pdf,Year_Unknown,Examen,Sujet,Subject_Unknown,3AS_BAC,False,False,45
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\103.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\Unclassified\Year_Unknown_Term_Unknown_4AM_BEM_103.pdf,Year_Unknown,Term_Unknown,Sujet,Subject_Unknown,4AM_BEM,False,False,10
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\1.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2020\Trimestre_1\2020_Trimestre_1_Arabe_4AM_BEM_1.pdf,2020,Trimestre_1,Sujet,Arabe,4AM_BEM,False,True,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\106.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\2017-2018\Devoir__3\2017-2018_Devoir_3_Arabe_3AS_BAC_106.pdf,2017-2018,Devoir__3,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\107.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\2017-2018\Devoir__3\2017-2018_Devoir_3_Arabe_3AS_BAC_107.pdf,2017-2018,Devoir__3,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\139.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2019-2020\Devoirs\2019-2020_Devoirs_4AM_BEM_139.pdf,2019-2020,Devoirs,Sujet,Subject_Unknown,4AM_BEM,False,True,85
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\125.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\2017-2018\Devoirs\2017-2018_Devoirs_Arabe_4AM_BEM_125.pdf,2017-2018,Devoirs,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\115.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\2017\Examen\2017_Examen_Histoire_Geo_4AM_BEM_115.pdf,2017,Examen,Sujet,Histoire_Geo,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\144.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\2018-2019\Examen\2018-2019_Examen_3AS_BAC_144.pdf,2018-2019,Examen,Sujet,Subject_Unknown,3AS_BAC,False,False,85
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\135.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\2012\Examen\2012_Term_Unknown_Corrige_Histoire_Geo_4AM_BEM_135.pdf,2012,Term_Unknown,Corrige,Histoire_Geo,4AM_BEM,False,False,65
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\8.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\Trimestre_1\Year_Unknown_Trimestre_1_4AM_BEM_8.pdf,Year_Unknown,Trimestre_1,Sujet,Subject_Unknown,4AM_BEM,False,False,45
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\56.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2019\Trimestre_1\2019_Trimestre_1_4AM_BEM_56.pdf,2019,Trimestre_1,Sujet,Subject_Unknown,4AM_BEM,False,True,85
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\99.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\hist\2015\Trimestre_3\2015_Trimestre_3_Arabe_4AM_BEM_99.pdf,2015,Trimestre_3,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\73.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\civile\Cours_Resumes\2023-2024\Cours_Resumes_2023-2024_Arabe_4AM_BEM_73.pdf,2023-2024,Cours_Resumes,Sujet,Arabe,4AM_BEM,False,True,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\116.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\2024\BAC_Blanc\2024_BAC_Blanc_Arabe_3AS_BAC_116.pdf,2024,BAC_Blanc,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\3.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\arabe\2022-2023\Examen\2022-2023_Examen_Philosophie_4AM_BEM_3.pdf,2022-2023,Examen,Sujet,Philosophie,4AM_BEM,False,True,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\137.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\2020-2020\Devoirs\2020-2020_Devoirs_Arabe_4AM_BEM_137.pdf,2020-2020,Devoirs,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\146.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\2024-2025\Devoir_T2\2024-2025_Devoir_T2_Arabe_4AM_BEM_146.pdf,2024-2025,Devoir_T2,Sujet,Arabe,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\127.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\Cours_Resumes\Cours_Resumes_Corrige_Philosophie_4AM_BEM_127.pdf,Year_Unknown,Cours_Resumes,Corrige,Philosophie,4AM_BEM,False,False,60
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\63.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\2020\Examen\2020_Examen_Arabe_3AS_BAC_63.pdf,2020,Examen,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\64.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\2021\Devoir_T2\2021_Devoir_T2_Arabe_3AS_BAC_64.pdf,2021,Devoir_T2,Sujet,Arabe,3AS_BAC,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\55.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2020-2021\Examen\2020-2021_Examen_Arabe_3AS_BAC_55.pdf,2020-2021,Examen,Sujet,Arabe,3AS_BAC,False,True,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\58.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2023\Examen\2023_Examen_Arabe_3AS_BAC_58.pdf,2023,Examen,Sujet,Arabe,3AS_BAC,False,True,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\148.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\2023-2024\Devoirs\2023-2024_Devoirs_Philosophie_4AM_BEM_148.pdf,2023-2024,Devoirs,Sujet,Philosophie,4AM_BEM,False,True,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\50.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\eng\Unclassified\Year_Unknown_Term_Unknown_Histoire_Geo_3AS_BAC_50.pdf,Year_Unknown,Term_Unknown,Sujet,Histoire_Geo,3AS_BAC,False,True,25
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\89.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\fr\2022\Examen\2022_Examen_Arabe_3AS_BAC_89.pdf,2022,Examen,Sujet,Arabe,3AS_BAC,False,True,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\70.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\2019-2020\Trimestre_2\2019-2020_Trimestre_2_Philosophie_4AM_BEM_70.pdf,2019-2020,Trimestre_2,Sujet,Philosophie,4AM_BEM,False,False,100
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\69.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\2016\Examen\2016_Term_Unknown_4AM_BEM_69.pdf,2016,Term_Unknown,Sujet,Subject_Unknown,4AM_BEM,False,False,50
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\71.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\islam\2018-2019\Examen\2018-2019_Examen_3AS_BAC_71.pdf,2018-2019,Examen,Sujet,Subject_Unknown,3AS_BAC,False,False,85
C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\math\117.pdf,C:\Users\fethi\dzexams_downloaded_pdfs\المتوسطة\bem\math\2020\Examen\2020_Examen_Arabe_3AS_BAC_117.pdf,2020,Examen,Sujet,Arabe,3AS_BAC,False,False,100
